Fichier;Titre_actuel;Auteur_actuel;Score;Confiance;Règles;Titre_corrigé;Auteur_corrigé
Lettre d'un citoyen zélé_ Sur les troubles qui didecine et la chirurgie - Denis Diderot & Ligaran,.epub;Denis Diderot & Ligaran,;Lettre d'un citoyen zélé_ Sur les troubles qui didecine et la chirurgie;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;Lettre d'un citoyen zélé_ Sur les troubles qui didecine et la chirurgie;Denis Diderot & Ligaran,
Correspondance, Volume 4 _ Janvier 1969 - Décembre 1972 - Guy Debord.epub;Debord, Guy;Décembre 1972;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Décembre 1972;Debord, Guy
Joseph Balsamo - Tome I (Les Mémoires d'un médecin) - Alexandre Dumas.epub;Alexandre Dumas;Tome I (Les Mémoires d'un médecin);85;PROBABLE;R7: Titre ressemble à un nom complet | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Tome I (Les Mémoires d'un médecin);Alexandre Dumas
Qu'est-ce que vous voulez voir _ - Raymond Carver & François Lasquin.epub;Raymond Carver & François Lasquin;Qu'est-ce que vous voulez voir _;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;Qu'est-ce que vous voulez voir _;Raymond Carver & François Lasquin
Petite discussion avec une momie_ édition intégrale - Charles Baudelaire & Edgar Allan Poe.epub;Charles Baudelaire & Edgar Allan Poe;Petite discussion avec une momie_ édition intégrale;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;Petite discussion avec une momie_ édition intégrale;Charles Baudelaire & Edgar Allan Poe
Ange Pitou - Tome II (Les Mémoires d'un médecin) - Alexandre Dumas.epub;Alexandre Dumas;Tome II (Les Mémoires d'un médecin);85;PROBABLE;R7: Titre ressemble à un nom complet | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Tome II (Les Mémoires d'un médecin);Alexandre Dumas
A la fraîche_. - René Fallet & Georges Brassens.epub;René Fallet & Georges Brassens;A la fraîche_.;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;A la fraîche_.;René Fallet & Georges Brassens
Salammbô_ l'intégrale - Philippe Druillet & Gustave Flaubert.epub;Philippe Druillet & Gustave Flaubert;Salammbô_ l'intégrale;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;Salammbô_ l'intégrale;Philippe Druillet & Gustave Flaubert
Joseph Balsamo - Tome II (Les Mémoires d'un médecin) - Alexandre Dumas.epub;Alexandre Dumas;Tome II (Les Mémoires d'un médecin);85;PROBABLE;R7: Titre ressemble à un nom complet | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Tome II (Les Mémoires d'un médecin);Alexandre Dumas
Ceux de 14 - Maurice Genevoix.epub;Genevoix, Maurice;Ceux de 14;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Ceux de 14;Genevoix, Maurice
Phares. 24 destins - Jacques Attali.epub;Attali, Jacques;Phares. 24 destins;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Phares. 24 destins;Attali, Jacques
Horace_ texte intégral - Pierre Corneille & Edmond Richer.epub;Pierre Corneille & Edmond Richer;Horace_ texte intégral;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;Horace_ texte intégral;Pierre Corneille & Edmond Richer
Joseph Balsamo - Tome IV (Les Mémoires d'un médecin) - Alexandre Dumas.epub;Alexandre Dumas;Tome IV (Les Mémoires d'un médecin);85;PROBABLE;R7: Titre ressemble à un nom complet | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Tome IV (Les Mémoires d'un médecin);Alexandre Dumas
Guy des Cars 25 La Révoltée - Guy Des Cars.epub;Cars, Guy Des;Guy des Cars 25 La Révoltée;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Guy des Cars 25 La Révoltée;Cars, Guy Des
David Copperfield 1 - Charles Dickens.epub;Dickens, Charles;David Copperfield 1;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;David Copperfield 1;Dickens, Charles
Carnets II. Janvier 1942 - Mars 1951 - Albert Camus.epub;Camus, Albert;Mars 1951;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Mars 1951;Camus, Albert
Montana 1948 - Larry Watson.epub;Watson, Larry;Montana 1948;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Montana 1948;Watson, Larry
Durée et simultanéité_ à propos de la théorie d'Einstein - Henri Bergson & Élie During.epub;Henri Bergson & Élie During;Durée et simultanéité_ à propos de la théorie d'Einstein;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;Durée et simultanéité_ à propos de la théorie d'Einstein;Henri Bergson & Élie During
Vernon Subutex T1 - Virginie Despentes.epub;Despentes, Virginie;Vernon Subutex T1;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Vernon Subutex T1;Despentes, Virginie
Bleubite (Les Matadors 1966) - Alphonse Boudard.epub;Boudard, Alphonse;Bleubite (Les Matadors 1966);85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Bleubite (Les Matadors 1966);Boudard, Alphonse
John Buchan_ Les trente-neuf marches. Le prux moutons - John Buchan & François Rivière.epub;John Buchan & François Rivière;John Buchan_ Les trente-neuf marches. Le prux moutons;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;John Buchan_ Les trente-neuf marches. Le prux moutons;John Buchan & François Rivière
Knock_ ou le Triomphe de la médecine, comédie en s d'André Collot - Jules Romains & Louis Erlacher.epub;Jules Romains & Louis Erlacher;Knock_ ou le Triomphe de la médecine, comédie en s d'André Collot;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;Knock_ ou le Triomphe de la médecine, comédie en s d'André Collot;Jules Romains & Louis Erlacher
Carnets de la drôle de guerre (Septembre 1939 - Mars 1940) - Jean-Paul Sartre.epub;Sartre, Jean-Paul;Mars 1940);85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Mars 1940);Sartre, Jean-Paul
A la lumière du petit matin (French Edition) - Agnes Martin-Lugand.epub;Agnes Martin-Lugand;A la lumière du petit matin (French Edition);85;PROBABLE;R7: Titre ressemble à un nom complet | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;A la lumière du petit matin (French Edition);Agnes Martin-Lugand
Paramo N OR 4 - Juan Rulfo.epub;Rulfo, Juan;Paramo N OR 4;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Paramo N OR 4;Rulfo, Juan
Années d'Apprentissage de Wilhelm Meister (livres 5 à 8), Les - Johann Wolfgang von Goethe.epub;Johann Wolfgang von Goethe;Années d'Apprentissage de Wilhelm Meister (livres 5 à 8), Les;85;PROBABLE;R3: Auteur se termine par article défini | R5: Auteur contient des chiffres;Années d'Apprentissage de Wilhelm Meister (livres 5 à 8), Les;Johann Wolfgang von Goethe
N°13 de la rue Marlot, Le - René de Pont-Jest.epub;de Pont-Jest, René;N°13 de la rue Marlot, Le;85;PROBABLE;R3: Auteur se termine par article défini | R5: Auteur contient des chiffres;N°13 de la rue Marlot, Le;de Pont-Jest, René
Travaux pratiques de colorisation avec Photoshop_ Illustration, BD, manga_. - Kness & 1977- Made.epub;Kness & 1977- Made;Travaux pratiques de colorisation avec Photoshop_ Illustration, BD, manga_.;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;Travaux pratiques de colorisation avec Photoshop_ Illustration, BD, manga_.;Kness & 1977- Made
Fallait pas commencer T2 - Jean Failler.epub;Failler, Jean;Fallait pas commencer T2;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Fallait pas commencer T2;Failler, Jean
Grant County 04 Indélébile - Karin Slaughter.epub;Slaughter, Karin;Grant County 04 Indélébile;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Grant County 04 Indélébile;Slaughter, Karin
Profession _ Ecrivain - Gisèle Sapiro & Cécile Rabot.epub;Gisèle Sapiro & Cécile Rabot;Profession _ Ecrivain;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;Profession _ Ecrivain;Gisèle Sapiro & Cécile Rabot
Fallait pas commencer T1 - Jean Failler.epub;Failler, Jean;Fallait pas commencer T1;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Fallait pas commencer T1;Failler, Jean
Yentl - Playbill - April 1976 - Isaac Bashevis Singer.epub;Singer, Isaac Bashevis;April 1976;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;April 1976;Singer, Isaac Bashevis
Santiago T1 - Mike Resnick.epub;Resnick, Mike;Santiago T1;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Santiago T1;Resnick, Mike
Bloc 11 - Piero Degli Antoni.epub;Antoni, Piero Degli;Bloc 11;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Bloc 11;Antoni, Piero Degli
BOUALEM SANSAL2 - Boualem Sansal.epub;Sansal, Boualem;BOUALEM SANSAL2;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;BOUALEM SANSAL2;Sansal, Boualem
Mensonges et Cie - Dick,Philip K_.epub;Mensonges et Cie;Dick,Philip K_;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;Dick,Philip K_;Mensonges et Cie
Joseph Balsamo - Tome III (Les Mémoires d'un médecin) - Alexandre Dumas.epub;Alexandre Dumas;Tome III (Les Mémoires d'un médecin);85;PROBABLE;R7: Titre ressemble à un nom complet | R9: Titre court et auteur long | R10: Mots-clés de titres dans auteur;Tome III (Les Mémoires d'un médecin);Alexandre Dumas
Numéro 11 - Jonathan Coe.epub;Coe, Jonathan;Numéro 11;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Numéro 11;Coe, Jonathan
Combustion_ Une enquête de Kay Scarpetta - Patricia Cornwell & Hélène Narbonne.epub;Patricia Cornwell & Hélène Narbonne;Combustion_ Une enquête de Kay Scarpetta;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;Combustion_ Une enquête de Kay Scarpetta;Patricia Cornwell & Hélène Narbonne
HAUTE SAVOIE 2, LA - Francis Wey.epub;Wey, Francis;HAUTE SAVOIE 2, LA;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;HAUTE SAVOIE 2, LA;Wey, Francis
Paradis 05-40 - Charles Dellestable.epub;Dellestable, Charles;Paradis 05-40;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Paradis 05-40;Dellestable, Charles
Vendredi 13 - David Goodis.epub;Goodis, David;Vendredi 13;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Vendredi 13;Goodis, David
Mathématiques en 30 secondes - Richard Brown.epub;Brown, Richard;Mathématiques en 30 secondes;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Mathématiques en 30 secondes;Brown, Richard
À Rebours _ Gegen Den Strich - Joris-Karl Huysmans & Martha Capsius.epub;Joris-Karl Huysmans & Martha Capsius;À Rebours _ Gegen Den Strich;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;À Rebours _ Gegen Den Strich;Joris-Karl Huysmans & Martha Capsius
Correspondance - volume 5 _ Janvier 1973 - Décembre 1978 - Guy Debord.epub;Debord, Guy;Décembre 1978;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Décembre 1978;Debord, Guy
Projet miracle_ une tragédie de la transcendance - Michael D. Resnick & Mike Resnick.epub;Michael D. Resnick & Mike Resnick;Projet miracle_ une tragédie de la transcendance;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;Projet miracle_ une tragédie de la transcendance;Michael D. Resnick & Mike Resnick
Mayday ! - Clive Cussler (Auteur) & Patrick Delperdange (Traducteur).epub;Clive Cussler (Auteur) & Patrick Delperdange (Traducteur);Mayday !;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;Mayday !;Clive Cussler (Auteur) & Patrick Delperdange (Traducteur)
Wilt 1 - Tom Sharpe.epub;Sharpe, Tom;Wilt 1;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Wilt 1;Sharpe, Tom
Entretien entre d'Alembert et Diderot_ Le rêve detien - Denis Diderot & Jean le Rond D' Alembert.epub;Denis Diderot & Jean le Rond D' Alembert;Entretien entre d'Alembert et Diderot_ Le rêve detien;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;Entretien entre d'Alembert et Diderot_ Le rêve detien;Denis Diderot & Jean le Rond D' Alembert
Éclipses 2000 - Aldani Lino.epub;Lino, Aldani;Éclipses 2000;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Éclipses 2000;Lino, Aldani
Azazel N° 1 - Isaac Asimov.epub;Asimov, Isaac;Azazel N° 1;85;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R5: Auteur contient des chiffres;Azazel N° 1;Asimov, Isaac
Qu'est-ce qu'un livre__ textes de Kant et de Fichte - Immanuel Kant & Johann Gottlieb Fichte.epub;Immanuel Kant & Johann Gottlieb Fichte;Qu'est-ce qu'un livre__ textes de Kant et de Fichte;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;Qu'est-ce qu'un livre__ textes de Kant et de Fichte;Immanuel Kant & Johann Gottlieb Fichte
livre de l'intranquillité - Vol 1, Le - Fernando Pessoa.epub;Fernando Pessoa;Vol 1, Le;85;PROBABLE;R3: Auteur se termine par article défini | R5: Auteur contient des chiffres;Vol 1, Le;Fernando Pessoa
Deleuze,Gilles & Guattari,Félix [] Qu'est ce que la philosophie !.epub;Deleuze,Gilles & Guattari,Félix;Qu'est ce que la philosophie !;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;Qu'est ce que la philosophie !;Deleuze,Gilles & Guattari,Félix
Corps et biens_ Préface de René Bertelé - Robert Desnos & René Bertelé.epub;Robert Desnos & René Bertelé;Corps et biens_ Préface de René Bertelé;85;PROBABLE;R6: Ponctuation inhabituelle dans auteur | R8: Titre contient '&' entre noms;Corps et biens_ Préface de René Bertelé;Robert Desnos & René Bertelé
Années d'apprentissage de Wilhelm Meister (livres 1-4), Les - Johann Wolfgang von Goethe.epub;Johann Wolfgang von Goethe;Années d'apprentissage de Wilhelm Meister (livres 1-4), Les;85;PROBABLE;R3: Auteur se termine par article défini | R5: Auteur contient des chiffres;Années d'apprentissage de Wilhelm Meister (livres 1-4), Les;Johann Wolfgang von Goethe
